SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
BB25-04-AF-PC	Arturo Fuente	Arturo Fuente	Petit Corona	Dominican Republic	3	3	Medium	Woodsy	Morning coffee	45 min	Coffee	Cameroon	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 91 (≤$7 MSRP). Teaches Arturo Fuente in Petit Corona - value Dominican pick for budget-conscious smokers.	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/arturo-fuente-petit-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		4.94	4.94	5.25	53.	Ambar	5¼ × 53 · Ambar	The Cohiba Ambar · 5¼ × 53 · Ambar · Medium-Full · Cuban · — · Notes: oak, caramel, almond, cream	CA 2025 #2 — barrel-fermented Cohiba in the 53-ring Ambar size. Oak and caramel core, creamy almond, elegant fruit finish; pigtail cap nods to the original Lancero.	Island Cuban; not U.S. retail MSRP. UK reference ~£75/stick (~$95) for prestige context only.		91	2025	Best Buy		10
CUR-06-AF-DCHATEAU	Arturo Fuente	Chateau Fuente	Double	Dominican Republic	4	3	Medium	Creamy	Golf course	90 min	Coffee	Connecticut Shade	Dominican Republic	Dominican Republic	Curated classic (user list). Teaches Chateau Fuente in Double - Dominican character, construction, and hall-of-fame reference status.	Connecticut Shade wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, coffee, light sweetness	Verified against https://www.cigaraficionado.com/ratings/16970/name/arturo-fuente-chateau-fuente-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Chateau Fuente, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/16970/name/arturo-fuente-chateau-fuente-churchill	14.	6.	52.	Toro	6 × 52 · Toro	OneOff Black · 6 × 52 · Toro · Medium-Full · Nicaragua · $14 · Notes: savory spice, earth, cocoa, cedar	Restored cult-brand toro — savory Aganorsa earth and cocoa with Illusione/Giolito pedigree. Boutique story plus modern execution.							10
CA24-09-AF-EYEBULL	Arturo Fuente	Don Carlos	Eye of the Bull	Dominican Republic	6	4	Medium-Full	Sweet Spice	Celebration	90 min	Cognac	Cameroon	Dominican Republic	Dominican Republic	Cigar Aficionado 2024 #9, rated 94. Teaches Don Carlos identity in Eye of the Bull format - regional character, construction, and Top 25 prestige.	Cameroon wrapper sets the top-note character, color, and burn personality for this vitola.	Dominican Republic binder supports structure, combustion, and integration with the filler stack.	Dominican Republic filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/arturo-fuente-don-carlos-eye-of-the-bull-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Don Carlos, or a medium-full cognac-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/arturo-fuente-don-carlos-eye-of-the-bull-2024	12.	5.	56.	Robusto	5 × 56 · Robusto	601 La Bomba Warhead X · 5 × 56 · Robusto · Full · Nicaragua · $12 · Notes: cocoa, earth, pepper, espresso	La Bomba Warhead X — 56-ring Nicaraguan power in a short format. Experienced smokers only; not a beginner flex.			94	2024	Top 25	9	10
VID-19-AF-DONCAR-N2	Arturo Fuente	Don Carlos	No. 2	Dominican Republic	5	3	Medium	Sweet Spice	After dinner	60 min	Cognac	Cameroon	Dominican Republic	Dominican Republic	Sterlon teaching catalog (video transcript). Teaches Don Carlos in No. 2 - Dominican character and Sterlon regional/flavor identity.	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	caramel, cocoa powder, nuts, spice, cedar	Verified against https://www.cigaraficionado.com/ratings/24121/name/arturo-fuente-don-carlos-no-2-figurado.	Opposite wrapper lesson needed, or user wants island Cuban only.	Recommend when teaching Don Carlos identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	Medium	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/24121/name/arturo-fuente-don-carlos-no-2-figurado	11.	7.	44.	Lonsdale	7 × 44 · Lonsdale	Herrera Esteli Norteño · 7 × 44 · Lonsdale · Medium-Full · Nicaragua · $11 · Notes: earth, savory spice, cedar, cocoa	Drew Estate Norteño — Mexican San Andrés over Nicaraguan core in a lonsdale. Savory lonsdale for bourbon after dinner.							10
CUR-24-AF-DCPR-ROB	Arturo Fuente	Don Carlos Personal Reserve	Robusto	Dominican Republic	6	3	Medium	Sweet Spice	Celebration	60 min	Cognac	Cameroon	Dominican Republic	Dominican Republic	User checklist (must-have catalog). Teaches Don Carlos Personal Reserve in Robusto - Dominican character, construction, and hall-of-fame reference status.	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	caramel, cocoa, nuts, spice, cedar	Verified against https://www.cigaraficionado.com/ratings/16969/name/arturo-fuente-don-carlos-no-2.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Don Carlos Personal Reserve, or asks for a medium sweet spice reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/16969/name/arturo-fuente-don-carlos-no-2	12.	5.	50.	Robusto	5 × 50 · Robusto	Cohiba Riviera · 5 × 50 · Robusto · Medium · Dominican · $12 · Notes: cream, cedar, nuts, toast	U.S. Cohiba Riviera — Connecticut shade cream and approachable Dominican body. Legal shelf Cohiba name, not island Cuban.	U.S. General Cigar Cohiba — not island Cuban.						10
CUR-05-OPUSX-RDC	Arturo Fuente	Fuente Fuente OpusX	Reserva d'Chateau	Dominican Republic	7	5	Full	Sweet Spice	Collector	90 min	Cognac	Dominican Republic	Dominican Republic	Dominican Republic	Curated classic (user list). Teaches Fuente Fuente OpusX in Reserva d'Chateau - Dominican character, construction, and hall-of-fame reference status.	Dominican Republic wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	licorice, wood, baking spices, leather, honey, red pepper	Verified against https://www.cigaraficionado.com/top25cigar/fuente-fuente-opusx-angel-s-share-reserva-d-chateau-2025.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Fuente Fuente OpusX, or asks for a full sweet spice reference.	High	Cigar Aficionado official review	No		https://www.cigaraficionado.com/top25cigar/fuente-fuente-opusx-angel-s-share-reserva-d-chateau-2025	14.	5.	50.	Robusto	5 × 50 · Robusto	Cohiba Dominican / Red Dot · 5 × 50 · Robusto · Medium · Dominican · $14 · Notes: cedar, wood, earth, leather	The recognizable U.S. Cohiba robusto - Cameroon wrapper, cream, cedar, and black pepper in a 5x50. Heritage name without island Cuban sourcing.		Classic Red Dot robusto; HTD-10 is multi-vitola; CA24-20 is Riviera line.					10
CA25-09-OPUSX-ANGEL	Arturo Fuente	Fuente Fuente OpusX Angel's Share	Reserva d'Chateau	Dominican Republic	7	4	Medium-Full	Sweet Spice	Collector	90 min	Cognac	Dominican Republic	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 #9, rated 95. Teaches OpusX Dominican wrapper achievement, Angel's Share refinement, and collector-level Fuente prestige with medium strength.	Dominican wrapper is the core achievement, adding spice, sweetness, and estate-grown rarity.	Dominican binder keeps the puro structure elegant and Fuente-like.	Dominican filler provides cedar, spice, fruit, and OpusX complexity.	licorice, wood, baking spices, leather, honey, red pepper	Verified against https://www.cigaraficionado.com/top25cigar/fuente-fuente-opusx-angel-s-share-reserva-d-chateau-2025.	Beginner, budget-sensitive user, or user wants easy availability.	Recommend when the user wants OpusX prestige but not maximum strength.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top9-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/fuente-fuente-opusx-angel-s-share-reserva-d-chateau-2025	10.	7.	48.	Churchill	7 × 48 · Churchill	Romeo y Julieta Reserva Real · 7 × 48 · Churchill · Medium · Dominican · $10 · Notes: cream, cedar, nuts, toast	Reserva Real Churchill - silky Ecuador Connecticut, nuts, and gentle spice in a long easy session. Milder than 1875, crowd-friendly.		Distinct from L3-RYJ-1875 (1875 line).	95	2025	Top 25	9	10
L3-AF-GRANRES	Arturo Fuente	Gran Reserva	Chateau / Rothschild / Cazadores	Dominican Republic	3	3	Medium-Light	Woodsy	Golf course	45 min	Coffee	Natural / Maduro / Cameroon varies	Dominican Republic	Dominican Republic	Level 3 foundation: teaches classic Dominican premium craftsmanship, construction, balance, and wrapper variation.	Wrapper varies, so it teaches how Natural, Maduro, or Cameroon wrappers can change the same Fuente core.	Dominican binder supports Fuente's smooth construction and balanced burn.	Dominican filler provides classic cedar, mild spice, and approachable premium structure.	cedar, baking spice, nuts, light sweetness, toast	Verified against https://arturofuente.com/our-cigars/gran2/.	User needs a single fixed flavor profile or wants strong nicotine intensity.	Recommend as a classic Dominican premium that teaches construction and balance.	Medium	Manufacturer official	Yes		https://arturofuente.com/our-cigars/gran2/	6.	4.5	42.	Petit Corona	4½ × 42 · Petit Corona	Gran Habano Habano No. 3 Lunch Break · 4½ × 42 · Petit Corona · Medium · Honduras · $6 · Notes: earth, savory spice, cedar, cocoa	Top Best Buy pick - savory Nicaraguan lunch-break size with real flavor at $6. Great yard-gar that does not taste cheap.							10
HTD-03-AF-HEMINGWAY	Arturo Fuente	Hemingway	Short Story	Dominican Republic	4	4	Medium	Sweet Spice	After dinner	45 min	Rum	Cameroon	Dominican Republic	Dominican Republic	Level 4 region identity: teaches Fuente figurado craftsmanship, Cameroon wrapper sweetness, earth, baking spice, and brown sugar.	Cameroon wrapper contributes honeyed sweetness, baking spice, and aromatic texture unique to African leaf.	Dominican binder supports figurado construction and even burn through shaped formats.	Dominican filler keeps the profile medium-bodied with cedar, earth, brown sugar, and approachable Fuente balance.	almond paste, honey, cream, caramel, coffee, chocolate, vanilla	Verified against https://www.cigaraficionado.com/ratings/25727/name/arturo-fuente-hemingway-short-story.	User dislikes figurados, wants full ligero power, or needs the lowest nicotine in the book.	Recommend to teach Fuente figurado skill and Cameroon sweetness in a medium, approachable package.	High	Cigar Aficionado official review	Maybe	https://www.holts.com/clubhouse/sites/default/files/Arthuro-Funete-Hemingway_0.png	https://www.cigaraficionado.com/ratings/25727/name/arturo-fuente-hemingway-short-story	8.	4.	49.	Figurado	Arturo Fuente Gran Reserva · varied vitolas · Medium · Dominican · Notes: cedar, baking spice, sweet tobacco, wrapper-dependent spice	Arturo Fuente Gran Reserva · varied vitolas · Medium · Dominican · Notes: cedar, baking spice, sweet tobacco, wrapper-dependent spice	Cameroon sweetness and Fuente figurado skill in a short window. Brown sugar, baking spice, and cedar — craftsmanship you can finish before dessert.	Figurado family; Short Story MSRP; Signature/Churchill higher.	Figurado family: Signature, Churchill, etc. — length varies.					10
CUR-03-AF-ROSADO-52	Arturo Fuente	Rosado Sungrown	Magnum R Fifty-Two	Dominican Republic	5	4	Medium-Full	Sweet Spice	Celebration	90 min	Cognac	Ecuador	Dominican Republic	Dominican Republic	Curated classic (user list). Teaches Rosado Sungrown in Magnum R Fifty-Two - Dominican character, construction, and hall-of-fame reference status.	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	wood, citrus, cinnamon, almond, sweet	Verified against https://www.cigaraficionado.com/ratings/21651/name/arturo-fuente-rosado-sungrown-magnum-r-vitola-fifty-two.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Rosado Sungrown, or asks for a medium-full sweet spice reference.	High	Cigar Aficionado official review	Maybe		10.3	10.3	5.88	52.	Toro	5.875 × 52 · Toro	Cohiba Siglo Siglo VI · 5.875 × 52 · Toro · Medium · Cuban · — · Notes: cream, cedar, nuts, toast	Cohiba Siglo VI - refined Cuban cream, hay, and subtle cocoa in a 52-ring toro. Habanos icon on the Sterlon pilot menu.	Island Cuban; not U.S. retail MSRP.	Linea 1492 Siglo VI; CA25-02 is Cohiba Ambar (different line).					10
BB25-06-AF-SPAN-LON-M	Arturo Fuente	Spanish Lonsdale	Maduro	Dominican Republic	3	4	Medium-Full	Sweet Spice	After dinner	90 min	Rum	Broadleaf Maduro	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Spanish Lonsdale in Maduro - value Dominican pick for budget-conscious smokers.	Broadleaf Maduro wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/arturo-fuente-spanish-lonsdale-maduro-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/arturo-fuente-spanish-lonsdale-maduro-2025	14.	6.	52.	Toro	6 × 52 · Toro	E.P. Carrillo Allegiance Toro · 6 × 52 · Toro · Medium-Full · U.S. · $14 · Notes: cedar, baking spice, sweet tobacco, toast	E.P. Carrillo Allegiance toro — U.S. broadleaf over Sumatra binder for sweet spice and structure. Boutique EPC beyond Encore.		CUR-02 is Encore Majestic; CA24-03 is Encore Celestial.	90	2025	Best Buy		10
HTD-04-ASHTON-CLASSIC	Ashton	Classic	Varies	Dominican Republic	3	2	Medium-Light	Creamy	Morning coffee	60 min	Coffee	Connecticut Shade	Dominican Republic	Dominican Republic	Level 3 foundation: teaches approachable Dominican cream, cedar, almonds, creme brulee, consistency, and beginner-friendly premium construction.	Connecticut Shade wrapper delivers cream, cedar, almond, and soft sweetness with premium Dominican polish.	Dominican binder maintains smooth burn and Fuente-made consistency.	Dominican filler provides gentle body, nuts, light spice, and reliable mild-to-medium character.	cream, nuts, cedar, coffee, light sweetness	Verified against https://www.cigaraficionado.com/ratings/8963/name/ashton-classic-churchill.	User wants pepper-forward power, dark maduro body, or collector scarcity story.	Recommend when the user needs a polished, beginner-safe Dominican Connecticut profile.	High	Cigar Aficionado official review	Yes	https://www.holts.com/clubhouse/sites/default/files/Ashton-Classic_4.png	https://www.cigaraficionado.com/ratings/8963/name/ashton-classic-churchill	9.	5.	52.	Robusto	5 × 52 · Robusto	La Aroma de Cuba Original · 5 × 52 · Robusto · Full · Nicaragua · $9 · Notes: roasted peanut, toasted chestnut, coffee, cocoa	My Father-made broadleaf value bomb — roasted nuts, coffee, and pepper in a classic robusto. Strong flavor without boutique sticker shock.							10
