SKU	Brand	Line	Vitola	Wrapper	Binder	Filler	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Strength	Tier	MSRP	Length	Ring	Catalog Line	Member Blurb	Best For	Avoid If	Why Recommend	Data Grade	CA Rating	Stick Size	Repr Vitola	Origin	Factory	Beginner Safe
CA25-20-ONEOFF-BLACK	OneOff	Black	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaraguan wrapper gives savory spice, earth, and cult-brand character.	Nicaraguan binder supports the restored Black blend with structure.	Nicaraguan filler provides rich Aganorsa-style sweetness, body, and earth.	marzipan, white pepper, leather, hearty grains	5	5	14	6	52	Trinidad Espiritu Series No. 3 · 6 × 52 · Belicoso · Medium-Full · Nicaragua · $14 · Notes: dark sweetness, earth, spice, cocoa	Modern Trinidad revival — Mexican wrapper depth over Nicaraguan spice in a belicoso. Legacy name, contemporary body.	Verified against https://www.cigaraficionado.com/top25cigar/oneoff-black-toro-2025.	User wants beginner mildness or mainstream easygoing profile.	Recommend for boutique/cult history with Nicaraguan depth and modern execution.	10		6 × 52 · Belicoso				No
CA24-22-ONEOFF-BT	OneOff	Black & Tan	Robusto	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	savory spice, cocoa, earth, cedar, sweet tobacco	4	5	14	6	52	A.J. Fernandez Nasser The Goat · 6 × 52 · Toro · Medium-Full · Nicaragua · $14 · Notes: cocoa, earth, pepper, dark sweetness	A.J. Fernandez dark power with San Andrés wrapper — cocoa, earth, and pepper plus a story-driven release. Bold after-dinner Nicaraguan.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/oneoff-black-tan-robusto-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Black & Tan, or a medium-full bourbon-friendly smoke at this size.	10		6 × 52 · Toro				Maybe
CUR-19-PAD-1926-35	Padron	1926 Series	No. 35	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	nuts, spice, cedar, black tea, sweetness	5	7	11	6	54	Montecristo White Series Toro · 6 × 54 · Toro · Medium-Light · Dominican · $11 · Notes: cream, cedar, light spice, toast	Refined Connecticut Shade — cream, almond, and gentle spice in a longer, polished smoke. Morning coffee or an approachable premium afternoon.	Verified against https://www.cigaraficionado.com/ratings/25726/name/padron-serie-1926-no-35.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, 1926 Series, or asks for a full coffee reference.	10		6 × 54 · Toro				No
CUR-13-PAD-1964-EX	Padron	1964 Anniversary Series	Exclusivo	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cocoa, coffee, earth, sweet tobacco, cedar	5	7	19	5.5	50	Padron 1926 Series No. 35 · 4 × 48 · Figurado · Full · Nicaragua · Notes: cocoa, coffee, earth, dark sweetness	Padron 1964 exclusivo - cocoa, coffee, and box-pressed Nicaraguan luxury in a 5½ x 50. Daily-driver anniversary line vs 1926 collector.	Verified against https://www.cigaraficionado.com/top25cigar/padron-1964-anniversary-series-exclusivo-maduro-2011.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, 1964 Anniversary Series, or asks for a full coffee reference.	10		Padron 1926 Series No. 35 · 4 × 48 · Figurado · Full · Nicaragua · Notes: cocoa, coffee, earth, dark sweetness				No
L4-PAD-2000	Padron	2000	Robusto	Nicaraguan Habano Natural / Maduro	Nicaragua	Nicaragua	Nicaraguan Habano natural or maduro wrapper sets cocoa/coffee tone and teaches wrapper-driven sweetness vs depth.	Nicaraguan binder reinforces puro identity and rustic, honest Padron construction.	Nicaraguan filler drives cocoa, earth, coffee, and dependable medium body—the classic daily Padron profile.	oak, coffee, cocoa, almond, fruit, red pepper, leather	4	4	8	4	49	Arturo Fuente Hemingway Short Story · 4 × 49 · Figurado · Medium · Dominican · $8 · Notes: cedar, brown sugar, baking spice, toast	Cameroon sweetness and Fuente figurado skill in a short window. Brown sugar, baking spice, and cedar — craftsmanship you can finish before dessert.	Verified against https://www.cigaraficionado.com/ratings/25984/name/padron-2000-robusto.	Beginner nicotine-sensitive, user wants Dominican cream or anniversary-line collector rarity.	Recommend as the reference Nicaraguan puro for balanced body without 1964/1926 pricing.	10		4 × 49 · Figurado				Maybe
CA25-01-PADRON-60	Padron	60th Anniversary	Perfecto	Nicaragua	Nicaragua	Nicaragua	Nicaraguan wrapper gives cocoa, coffee, dark sweetness, and puro identity.	Nicaraguan binder reinforces burn, structure, and regional continuity.	Nicaraguan filler drives the rich Padron profile: cocoa, coffee, earth, and medium-full strength.	malted milk, cafe au lait, chocolate, coffee	5	7	75	6.5	56	Davidoff Aniversario Churchill · 7 × 50 · Churchill · Medium-Light · Dominican · $28 · Notes: cedar, nuts, cream, coffee	Davidoff elegance without punching you in the chest — nuts, cream, and coffee-with-cream in refined construction. Prestige that stays gentle.	Verified against https://www.cigaraficionado.com/top25cigar/padron-60th-anniversary-perfecto-2025.	Beginner, budget-sensitive user, short time window, or user wants mild cream.	Recommend when the user explicitly wants the 2025 Cigar of the Year or elite Nicaraguan collector status.	10		6.5 × 56 · Box-Pressed Perfecto				No
CA24-04-PADRON-1926	Padron	Serie 1926	No. 6	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	5	7	7	5	50	Romeo y Julieta Reserve Robusto · 5 × 50 · Robusto · Medium · Dominican · $7 · Notes: cedar, wood, earth, leather	RYJ Reserve robusto — approachable Indonesian wrapper, cedar, and nuts. The bundle/deal Romeo that teaches Dominican heritage without Reserva Real pricing.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/padron-serie-1926-no-6-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Serie 1926, or a full cognac-friendly smoke at this size.	10		5 × 50 · Robusto				No
CA24-05-PARTAGAS-MAESTRA	Partagás	Línea Maestra	Maestro	Cuba	Cuba	Cuba	Cuba wrapper sets the top-note character, color, and burn personality for this vitola.	Cuba binder supports structure, combustion, and integration with the filler stack.	Cuba filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	5	7	7	4.5	42	Saga Short Tales Tomo III · 4½ × 42 · Petit Corona · Medium · Dominican · $7 · Notes: cedar, wood, earth, leather	Saga Short Tales tomo - story-blend Dominican petit corona. Boutique feel at value MSRP.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/partagas-linea-maestra-maestro-2024.	Beginner seeking ultra-mild Connecticut only, or user needs guaranteed U.S. retail when cigar is island Cuban.	Recommend when the user asks for 2024 Top 25 picks, Línea Maestra, or a full scotch-friendly smoke at this size.	10		4½ × 42 · Petit Corona				No
CUR-12-PART-LUSI	Partagás	Lusitania	Lusitania	Cuba	Cuba	Cuba	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	full, powerful, earthy, spicy, woody	5	7	7	4	50	2012 by Oscar Valladares Connecticut Short Robusto · 4 × 50 · Robusto · Medium-Light · Honduras · $7 · Notes: cream, cedar, nuts, toast	Oscar Connecticut short robusto - approachable mild Honduras. Gateway budget stick.	Verified against https://www.habanos.com/en/the-habanos-brands-academia/partagas-brand/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Lusitania, or asks for a full woodsy reference.	10		4 × 50 · Robusto				No
CUR-26-PERDOMO-10-CHAMP	Perdomo	10th Anniversary Champagne	Epicure	Ecuador Connecticut	Nicaragua	Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, floral, oak, graham cracker, red pepper	3	4	8	5.5	50	Macanudo Cafe Hyde Park · 5½ × 50 · Robusto · Light · Dominican · $8 · Notes: cream, cedar, light nuts, toast	The classic mild Connecticut — cream, cedar, and toast in an easy draw. What many shops put in your hand for a first premium smoke.	Verified against https://www.cigaraficionado.com/ratings/22176/name/perdomo-reserve-10th-anniversary-champagne-connecticut-torpedo-figurado.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, 10th Anniversary Champagne, or asks for a medium creamy reference.	10		5½ × 50 · Robusto				Yes
CA24-16-PERDOMO-30-SG	Perdomo	30th Anniversary Sun Grown	Epicure	Ecuador	Nicaragua	Nicaragua	Ecuador wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	4	5	9	6	52	Montecristo Classic / Dominican Toro · 6 × 52 · Toro · Light · Dominican · $9 · Notes: cream, cedar, nuts, grassy sweetness	The name everyone recognizes — grassy sweetness, cream, and mild Cuban-legacy vibes. Broad appeal for new and returning smokers.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/perdomo-30th-anniversary-sun-grown-epicure-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, 30th Anniversary Sun Grown, or a medium-full bourbon-friendly smoke at this size.	10		6 × 52 · Toro				Maybe
CA24-17-PLAS-151	Plasencia	Cosecha 151	La Musica	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	4	5	13	6	52	Viva La Vida Jester · 6 × 52 · Toro · Medium-Full · Nicaragua · $13 · Notes: cedar, baking spice, sweet tobacco, toast	Aganorsa-forward boutique — sweet spice and rum-friendly depth in the Jester vitola. Story-driven Nicaraguan with modern polish.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/plasencia-cosecha-151-la-musica-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Cosecha 151, or a medium-full rum-friendly smoke at this size.	10		6 × 52 · Toro				Maybe
BB25-05-PUNCH-BOTTLE	Punch	Bottle Rocket	Bottle Rocket	Honduras	Honduras	Honduras / Nicaragua	Honduras wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, leather, coffee, cayenne pepper, graham cracker, honeyed wood	4	3	6.99	6	52	Diplomaticos Genios Exclusivo Phoenicia · 6 × 52 · Genios · Full · Cuban · — · Notes: wood, cedar, earth, spice	Cuban regional-edition rarity — wood, cedar, and assertive island character. Recommend when collector Cuban identity is the point.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-bottle-rocket-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	10		6 × 52 · Genios				Maybe
BB24-08-PUNCH-DRAGON	Punch	Dragon Fire	Grande	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cayenne pepper, leather, earth, coffee, sweet spice	4	3	13	5.63	46	Ferio Tego Summa · 5.625 × 46 · Corona Gorda · Medium-Full · Nicaragua · $13 · Notes: cedar, wood, earth, leather	Ferio Tego Summa corona gorda — Plasencia-made Nicaraguan wood and polish. Sister brand to Timeless Supreme on the 2025 list.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-dragon-fire-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	10		5.625 × 46 · Corona Gorda				Maybe
BB24-09-PUNCH-KB-ROB	Punch	Knuckle Buster Shade	Robusto	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3	7	6	60	Punch Dragon Fire · 6 × 60 · Grande · Medium-Full · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	Big 60-ring Dragon Fire - more body than most Best Buys. After-dinner Nicaraguan that still clears the $7 bar.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-robusto-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2024 Best Buy list.	10		6 × 60 · Grande				Yes
BB24-13-PUNCH-KB-GORDO	Punch	Knuckle Buster Shade	Gordo	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3	5	6	52	Punch Knuckle Buster Shade · 6 × 52 · Toro · Medium-Light · Honduras · $5 · Notes: cream, cedar, nuts, toast	Knuckle Buster shade toro - creamy Honduras at $5 class. Sterlon budget mild recommendation.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-gordo-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	10		6 × 52 · Toro				Yes
BB24-14-PUNCH-KB-STUB	Punch	Knuckle Buster Shade	Stubby	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3	5	4.13	42	Bolivar Cofradia · 4⅛ × 42 · Petit Corona · Medium · Honduras · $5 · Notes: cedar, wood, earth, leather	Cheapest on the list - Honduran petit corona with classic wood and earth. Humidor filler champion.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-stubby-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2024 Best Buy list.	10		4⅛ × 42 · Petit Corona				Yes
BB24-15-PUNCH-KB-TORO	Punch	Knuckle Buster Shade	Toro	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3	6	4.25	42	La Flor Dominicana Cameroon Cabinet No. 3 · 4¼ × 42 · Petit Corona · Medium · Dominican · $6 · Notes: cedar, baking spice, sweet tobacco, toast	LFD in mild Cameroon cabinet - sweet spice without Double Ligero fear. Short format, approachable.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-toro-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	10		4¼ × 42 · Petit Corona				Yes
BB25-10-PUNCH-RARE-RAP	Punch	Rare Corojo	Rapido	Ecuador Habano	Honduras	Honduras / Nicaragua	Ecuador Habano wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	4	3	6	6	52	Nica Rustica Adobe · 6 × 52 · Toro · Medium-Full · Nicaragua · $6 · Notes: earth, savory spice, cedar, cocoa	Nica Rustica Adobe toro again in 2025 - rustic DE Nicaraguan earth; compare rating to BB24-19.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-rare-corojo-rapido-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	10		6 × 52 · Toro				Maybe
CA24-07-RP-CONVICTION	Rocky Patel	Conviction	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, espresso, leather, cedar, red pepper	4	5	7	7	50	Brick House · 7 × 50 · Churchill · Medium · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	J.C. Newman value Churchill — Brazilian wrapper savory depth at everyday pricing. Long lunch smoke that punches above its MSRP.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/rocky-patel-conviction-toro-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Conviction, or a medium-full bourbon-friendly smoke at this size.	10		7 × 50 · Churchill				Maybe
CA25-06-ROCKY-EMERALD	Rocky Patel	Emerald	Robusto	Ecuador	Mexico / Nicaragua	Honduras / Nicaragua	Ecuadorian wrapper contributes polish, cream, and aromatic sweetness.	Mexican and Nicaraguan binders add structure and savory backbone.	Honduran and Nicaraguan filler provide balance, body, and gentle complexity.	ground coffee, leather, hickory, black pepper	5	4	11.75	5.88	46	Hoyo de Monterrey Le Hoyo de San Juan · 5.875 × 46 · Corona Gorda · Medium · Cuban · — · Notes: cedar, wood, earth, leather	Elegant Cuban Hoyo - cedar, cream, and gentle sweetness in a long corona gorda. Benchmark medium Habanos for Scotch evenings.	Verified against https://www.cigaraficionado.com/top25cigar/rocky-patel-emerald-robusto-2025.	User wants extreme power, collector rarity, or very short smoke.	Recommend as a balanced modern cigar with enough body but not overwhelming aggression.	10		5.875 × 46 · Corona Gorda				Maybe
BB24-16-RP-V90-JR	Rocky Patel	Vintage 1990	Juniors	Honduras	Nicaragua	Nicaragua / Dominican Republic	Honduras wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	3	3	8	5	50	Definition Cigars Classic Robusto · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cedar, wood, earth, leather	Definition Cigars Classic robusto — local-lounge Nicaraguan habano. Verify against on-hand inventory; placeholder teaching row.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/rocky-patel-vintage-1990-juniors-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $4' requests - cite CA 2024 Best Buy list.	10		5 × 50 · Robusto				Yes
L3-RYJ-1875	Romeo y Julieta	1875	Churchill / Bully / Toro	Indonesian Shade	Dominican Republic	Dominican Republic	Indonesian Shade wrapper brings approachable earth, toast, and a soft spice edge.	Dominican binder keeps the blend steady and traditional rather than sharp.	Dominican filler gives cedar, earth, nuts, and mild-to-medium Cuban-heritage character.	cedar, sharp, medium body	3	3	7	4.5	50	Arturo Fuente Gran Reserva Rothschild · 4½ × 50 · Rothschild · Medium-Light · Dominican · $7 · Notes: cedar, baking spice, wood, light sweetness	Fuente craftsmanship in a short, balanced format. Wrapper choice changes the top notes; the core stays smooth Dominican cedar and light spice.	Verified against https://www.cigaraficionado.com/ratings/4547/name/romeo-y-julieta-1875-bully.	User dislikes earthy profiles or wants creamy Connecticut sweetness.	Recommend when the user wants a classic, familiar Dominican profile with more character than ultra-mild cigars.	10		4½ × 50 · Rothschild				Yes
CUR-15-RYJ-RR-CH	Romeo y Julieta	Reserva Real	Churchill	Ecuador Connecticut	Nicaragua	Dominican Republic / Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	wood, nuts, leather, wheaty, mellow	3	4	5	6	50	La Aurora Cazadores Nicaragua · 6 × 50 · Toro · Medium · Dominican · $5 · Notes: earth, savory spice, cedar, cocoa	Cazadores Nicaragua toro - longer value session with the same line character as the robusto.	Verified against https://www.cigaraficionado.com/ratings/8964/name/romeo-y-julieta-reserva-real-churchill-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Reserva Real, or asks for a medium creamy reference.	10		6 × 50 · Toro				Yes
VID-01-RYJ-RESERVE-ROB	Romeo y Julieta	Reserve	Robusto	Indonesian TBN	Dominican Republic	Dominican Republic / Nicaragua	Indonesian TBN wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	leather, cinnamon, almonds, marzipan, toasty	3	3	7	5	50	Padron 1926 Series No. 35 · 4 × 55 · Figurado · Full · Nicaragua · $42 · Notes: cocoa, coffee, earth, dark sweetness	Padron 1926 No. 35 figurado - cocoa, espresso, and leather in a short 4x55 perfecto. Sterlon pilot stick; distinct from the No. 6 on the 2024 list.	Verified against https://www.cigaraficionado.com/ratings/21908/name/romeo-y-julieta-reserve-robusto.	Opposite wrapper lesson needed, or user wants island Cuban only.	Recommend when teaching Reserve identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	10		5 × 50 · Robusto				Yes
CA24-15-RYJ-WIDE	Romeo y Julieta	Wide Churchill	Wide Churchill	Indonesia	Dominican Republic	Dominican Republic / Nicaragua	Indonesia wrapper sets the top-note character, color, and burn personality for this vitola.	Dominican Republic binder supports structure, combustion, and integration with the filler stack.	Dominican Republic / Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	3	4	8	6	52	La Aroma de Cuba Connecticut Toro · 6 × 52 · Toro · Medium · Nicaragua · $8 · Notes: cream, cedar, nuts, toast	La Aroma de Cuba Connecticut toro — Pepín Connecticut over Nicaraguan filler. Creamy, approachable, and distinct from Original or Pasión.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/romeo-y-julieta-wide-churchill-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Wide Churchill, or a medium scotch-friendly smoke at this size.	10		6 × 52 · Toro				Yes
BB24-20-SAGA-TOMO3	Saga	Short Tales	Tomo III	Ecuador	Dominican Republic	Dominican Republic / Nicaragua	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	3	3	9	5	50	A.J. Fernandez Hoyo La Amistad Dark Sumatra Robusto · 5 × 50 · Robusto · Medium-Full · Nicaragua · $9 · Notes: earth, savory spice, cedar, cocoa	Hoyo La Amistad Dark Sumatra — Ecuador sumatra spice over AJ Nicaraguan core. Regional identity lesson in one robusto.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/saga-short-tales-tomo-iii-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	10		5 × 50 · Robusto				Yes
CUR-27-SC-ELEG-ROB	San Cristobal	Elegancia	Robusto	Ecuador Connecticut	Nicaragua	Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	sweet corn, caramel, nutmeg, minerals, oak, vanilla	3	4	14	6.75	38	Tatuaje Reserva A Uno · 6¾ × 38 · Lancero · Medium-Full · Nicaragua · $14 · Notes: cedar, wood, earth, leather	Tatuaje Reserva A Uno lancero — focused Nicaraguan spice and cedar in a 38-ring. Experienced smokers who like precision formats.	Verified against https://www.cigaraficionado.com/ratings/26486/name/san-cristobal-elegancia-churchill-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Elegancia, or asks for a medium creamy reference.	10		6¾ × 38 · Lancero				Yes
CA25-19-SANCHO-PANZA	Sancho Panza	Belicoso	Belicoso	Cuba	Cuba	Cuba	Cuban wrapper brings cedar, earth, and rustic Cuban aroma.	Cuban binder keeps the puro profile traditional and firm.	Cuban filler drives assertive Cuban strength, spice, and wood.	chocolate, honey-roasted peanut, toffee, cherry, raisin, fig	5	6		5.5	52	Tatuaje Black · 6 × 38 · Petite Lancero · Medium · Nicaragua · $11 · Notes: smores, campfire sweetness, oak, tannin	Big flavor in a slim ring — campfire smores, oak, and Tatuaje intensity when you only have 45 minutes. Boutique density over size.	Verified against https://www.cigaraficionado.com/top25cigar/sancho-panza-belicoso-2025.	Beginner, user wants easy U.S. access, or user wants creamy mildness.	Recommend when the user wants a less obvious Cuban with assertive character.	10		5.5 × 52 · Belicoso				No
CA25-03-TATUAJE-BLACK	Tatuaje	Black	Petite Lancero	Nicaragua	Nicaragua	Nicaragua	Nicaraguan wrapper concentrates sweetness, oak, and rustic farm-roll character.	Nicaraguan binder keeps the narrow format burning with focused flavor.	Nicaraguan filler delivers compact but intense Tatuaje/My Father character.	smores, campfire, oak, tannin	4	5	12	5	50	Rocky Patel Emerald · 5 × 50 · Robusto · Medium · Nicaragua · $12 · Notes: cream, spice, wood, toasted nuts	Polished box-pressed robusto — cream, wood, and spice without the usual heavy-handed RP punch. Accessible modern construction.	Verified against https://www.cigaraficionado.com/top25cigar/tatuaje-black-petite-lancero-2025.	User wants mild cream, large ring gauge comfort, or low flavor intensity.	Recommend when the user has less time but still wants serious boutique flavor.	10		5 × 50 · Robusto				Maybe
CA24-25-TAT-RES-A1	Tatuaje	Reserva	A Uno	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	4	5	5	4	40	C.L.E. Maduro · 4 × 40 · Petit Corona · Medium-Full · Honduras · $5 · Notes: cocoa, coffee, earth, dark sweetness	C.L.E. maduro 40x4 - short maduro hit of cocoa and pepper when time is tight.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/tatuaje-reserva-a-uno-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Reserva, or a medium-full scotch-friendly smoke at this size.	10		4 × 40 · Petit Corona				No
